Gene Symbol;Entrez ID;Ensembl ID;Core AutophagyNet;AutophagyNet;HADB;HAMdb;GO-0061919
TUBA1A;7846;ENSG00000167552;0;1;0;0;0
TUBB;203068;ENSG00000196230;0;1;0;0;0
TUBB3;10381;ENSG00000258947;0;1;0;0;0
TUFM;7284;ENSG00000178952;0;0;0;1;0
TWNK;56652;ENSG00000107815;0;1;0;0;0
TXLNB;167838;ENSG00000164440;0;1;0;0;0
UBA5;79876;ENSG00000081307;0;1;0;0;1
UBASH3B;84959;ENSG00000154127;0;0;0;1;0
UBC;7316;ENSG00000150991;0;1;0;0;0
UBD;10537;ENSG00000213886;0;1;0;0;0
UBE2D2;7322;ENSG00000131508;0;1;0;0;0
UBE2D3;7323;ENSG00000109332;0;1;0;0;0
UBE3A;7337;ENSG00000114062;0;1;0;0;0
UBE3C;9690;ENSG00000009335;0;1;0;0;1
UBQLN1;29979;ENSG00000135018;0;1;1;1;1
UBQLN2;29978;ENSG00000188021;0;1;1;0;0
UBQLN4;56893;ENSG00000160803;0;1;1;0;0
UBR4;23352;ENSG00000127481;0;0;0;0;1
UBTD1;80019;ENSG00000165886;0;1;0;0;0
UBXN1;51035;ENSG00000162191;0;1;0;0;0
UBXN6;80700;ENSG00000167671;0;0;0;0;1
UCA1;124900418;ENSG00000214049;0;0;1;0;0
UFC1;51506;ENSG00000143222;0;0;0;0;1
UFL1;23376;ENSG00000014123;0;1;0;0;1
UFM1;51569;ENSG00000120686;0;0;0;0;1
ULK1;8408;ENSG00000177169;1;1;1;1;1
ULK2;9706;ENSG00000083290;1;1;1;1;1
ULK3;25989;ENSG00000140474;0;0;1;1;0
UPF2;26019;ENSG00000151461;0;1;0;0;0
UROS;7390;ENSG00000188690;0;1;0;0;0
USP1;7398;ENSG00000162607;0;1;0;0;0
USP10;9100;ENSG00000103194;0;1;1;1;0
USP11;8237;ENSG00000102226;0;1;0;0;0
USP13;8975;ENSG00000058056;0;0;0;1;0
USP14;9097;ENSG00000101557;0;1;0;0;0
USP15;9958;ENSG00000135655;0;1;0;0;0
USP19;10869;ENSG00000172046;0;1;0;1;0
USP20;10868;ENSG00000136878;0;1;0;0;0
USP28;57646;ENSG00000048028;0;1;0;0;0
USP30;84749;ENSG00000135093;0;0;0;1;1
USP33;23032;ENSG00000077254;0;0;1;1;0
USP36;57602;ENSG00000055483;0;0;1;0;0
USP43;124739;ENSG00000154914;0;1;0;0;0
USP50;373509;ENSG00000170236;0;1;0;0;0
USP7;7874;ENSG00000187555;0;0;0;0;1
USP8;9101;ENSG00000138592;0;1;0;0;0
UVRAG;7405;ENSG00000198382;1;1;1;1;1
VAMP7;6845;ENSG00000124333;0;0;0;0;1
VAMP8;8673;ENSG00000118640;0;0;1;0;1
VANGL2;57216;ENSG00000162738;0;1;0;0;0
VAPA;9218;ENSG00000101558;0;1;0;0;0
VAPB;9217;ENSG00000124164;0;1;0;0;0
VASP;7408;ENSG00000125753;0;1;0;0;0
VCP;7415;ENSG00000165280;0;1;1;1;1
VDAC1;7416;ENSG00000213585;0;1;1;0;0
VDR;7421;ENSG00000111424;0;1;0;0;0
VHL;7428;ENSG00000134086;0;1;0;0;0
VIM;7431;ENSG00000026025;0;1;0;0;0
VIPAS39;63894;ENSG00000151445;0;0;0;0;1
VIRMA;25962;ENSG00000164944;0;1;0;0;0
VMP1;81671;ENSG00000062716;0;1;1;0;1
VPS11;55823;ENSG00000160695;0;1;1;0;0
VPS13A;23230;ENSG00000197969;0;0;0;1;1
VPS16;64601;ENSG00000215305;0;1;0;0;1
VPS18;57617;ENSG00000104142;0;1;0;0;0
VPS25;84313;ENSG00000131475;0;0;0;1;0
VPS28;51160;ENSG00000160948;0;0;0;1;0
VPS33A;65082;ENSG00000139719;0;1;0;0;1
VPS33B;26276;ENSG00000184056;0;1;0;0;1
VPS36;51028;ENSG00000136100;0;0;0;1;0
VPS37A;137492;ENSG00000155975;0;0;0;1;0
VPS37B;79720;ENSG00000139722;0;0;0;1;0
VPS37C;55048;ENSG00000167987;0;0;0;1;0
VPS37D;155382;ENSG00000176428;0;0;0;1;0
VPS39;23339;ENSG00000166887;0;1;0;1;1
VPS50;55610;ENSG00000004766;0;1;0;0;0
VPS51;738;ENSG00000149823;0;0;0;1;1
VPS9D1;9605;ENSG00000075399;0;1;0;0;0
VTI1A;143187;ENSG00000151532;0;0;0;1;1
VTI1B;10490;ENSG00000100568;0;0;1;0;1
VWCE;220001;ENSG00000167992;0;1;0;0;0
WAC;51322;ENSG00000095787;0;0;0;1;0
WAPL;23063;ENSG00000062650;0;1;0;0;0
WASHC1;100287171;ENSG00000181404;0;1;0;0;0
WASHC3;51019;ENSG00000120860;0;1;0;0;0
WBP4;11193;ENSG00000120688;0;1;0;0;0
WDFY2;115825;ENSG00000139668;0;1;0;0;0
WDFY3;23001;ENSG00000163625;0;1;1;0;1
WDR24;84219;ENSG00000127580;0;0;0;1;0
WDR41;55255;ENSG00000164253;0;1;1;0;0
WDR45;11152;ENSG00000196998;0;1;1;1;1
WDR45B;56270;ENSG00000141580;0;0;0;0;1
WDR48;57599;ENSG00000114742;0;1;0;0;0
WDR6;11180;ENSG00000178252;0;0;0;1;0
WDR77;79084;ENSG00000116455;0;1;0;0;0
WDR81;124997;ENSG00000167716;0;1;0;0;1
WIPI1;55062;ENSG00000070540;1;1;1;0;1
WIPI2;26100;ENSG00000157954;1;1;1;0;1
WSB2;55884;ENSG00000176871;0;1;0;0;0
WWOX;51741;ENSG00000186153;0;1;0;0;0
WWP2;11060;ENSG00000198373;0;1;0;0;0
XBP1;7494;ENSG00000100219;0;1;1;1;0
XIAP;331;ENSG00000101966;0;1;0;0;0
XPO1;7514;ENSG00000082898;0;1;0;1;0
XRCC3;7517;ENSG00000126215;0;1;0;0;0
YES1;7525;ENSG00000176105;0;1;0;0;0
YLPM1;56252;ENSG00000119596;0;1;0;0;0
YOD1;55432;ENSG00000180667;0;0;0;0;1
YPEL3;83719;ENSG00000090238;0;1;0;0;0
YTHDC1;91746;ENSG00000083896;0;1;0;0;0
YWHAB;7529;ENSG00000166913;0;1;0;0;0
YWHAE;7531;ENSG00000108953;0;1;0;0;0
YWHAG;7532;ENSG00000170027;0;1;0;0;0
YWHAH;7533;ENSG00000128245;0;1;0;0;0
YWHAQ;10971;ENSG00000134308;0;1;0;1;0
YWHAZ;7534;ENSG00000164924;0;1;0;0;0
ZBTB24;9841;ENSG00000112365;0;1;0;0;0
ZBTB42;100128927;ENSG00000179627;0;1;0;0;0
ZBTB44;29068;ENSG00000196323;0;1;0;0;0
ZC3H12A;80149;ENSG00000163874;0;0;0;1;0
ZCCHC10;54819;ENSG00000155329;0;1;0;0;0
ZDHHC12;84885;ENSG00000160446;0;1;0;0;1
ZDHHC19;131540;ENSG00000163958;0;0;0;0;1
ZFP36;7538;ENSG00000128016;0;1;0;0;0
ZFPL1;7542;ENSG00000162300;0;1;0;0;0
ZFYVE1;53349;ENSG00000165861;0;1;1;1;1
ZFYVE26;23503;ENSG00000072121;0;0;0;0;1
ZKSCAN3;80317;ENSG00000189298;0;1;1;1;0
ZNF24;7572;ENSG00000172466;0;1;0;0;0
ZNF414;84330;ENSG00000133250;0;1;0;0;0
ZNF460;10794;ENSG00000197714;0;1;0;0;0
ZNF581;51545;ENSG00000171425;0;1;0;0;0
ZNF620;253639;ENSG00000177842;0;1;0;0;0
ZRANB1;54764;ENSG00000019995;0;1;0;0;1
ZSCAN26;7741;ENSG00000197062;0;1;0;0;0
ZUP1;221302;ENSG00000153975;0;1;0;0;0
